EC number	SuperFamilyCount	ProteinCount	Entries
('1.1.1.41',)	1	23	"{""('SSF53659',)"": [""A0A096P8D3"", ""P28241"", ""P28834"", ""P50213"", ""Q945K7"", ""Q9D6R2"", ""O13696"", ""P41563"", ""P56471"", ""Q28480"", ""Q5R678"", ""Q8LG77"", ""Q93714"", ""Q99NA5"", ""Q9USP8"", ""Q9VWH4"", ""O13302"", ""O94229"", ""O94230"", ""P86225"", ""Q54B68"", ""Q55BI2"", ""Q93353""]}"
('1.1.1.410',)	1	2	"{""('SSF51735',)"": [""P44094"", ""Q0KBD2""]}"
('1.1.1.412',)	1	3	"{""('SSF51735',)"": [""B2FI29"", ""Q8EG63"", ""Q8PDW5""]}"
('1.1.1.413',)	1	1	"{""('SSF51735',)"": [""Q9LBV3""]}"
('1.1.1.415',)	1	1	"{""('SSF51735',)"": [""I3PLR3""]}"
('1.1.1.418',)	1	2	"{""('SSF51735',)"": [""Q67ZE1"", ""Q9FX01""]}"
('1.1.1.42',)	1	70	"{""('SSF53659',)"": [""D4GU92"", ""O29610"", ""O53611"", ""O75874"", ""O88844"", ""P08200"", ""P16100"", ""P21954"", ""P33198"", ""P41562"", ""P41939"", ""P48735"", ""P50214"", ""P50216"", ""P54071"", ""P56574"", ""P80046"", ""P9WKL1"", ""Q04467"", ""Q5R9C5"", ""Q9SRZ6"", ""Q9XSG3"", ""Q9Z2K8"", ""Q9ZH99"", ""A0A5A4WIX0"", ""A0A5A4WIZ7"", ""O13285"", ""O13294"", ""P33197"", ""P39126"", ""P41560"", ""P41561"", ""P53982"", ""Q02NB5"", ""Q06197"", ""Q4R502"", ""Q6XUZ5"", ""Q75JR2"", ""Q75JR3"", ""Q8LPJ5"", ""Q9Z2K9"", ""O14254"", ""O67480"", ""P50215"", ""P50217"", ""P50218"", ""P56063"", ""P65098"", ""P65099"", ""P79089"", ""P96318"", ""P99167"", ""P9WKL0"", ""Q1RJU4"", ""Q40345"", ""Q4UKR1"", ""Q59940"", ""Q59985"", ""Q5HF79"", ""Q5HNL1"", ""Q68XA5"", ""Q6G8N2"", ""Q6GG12"", ""Q8CNX4"", ""Q8NW61"", ""Q8RQL9"", ""Q92IR7"", ""Q9SLK0"", ""Q9ZDR0"", ""Q9ZN36""]}"
('1.1.1.421',)	1	4	"{""('SSF51735',)"": [""B9JK75"", ""C0CMQ7"", ""F8GV06"", ""Q6D8V3""]}"
('1.1.1.429',)	1	1	"{""('SSF51735',)"": [""Q9KJF1""]}"
('1.1.1.432',)	1	2	"{""('SSF51430',)"": [""A9CEY6"", ""Q2G5J3""]}"
('1.1.1.433',)	1	2	"{""('SSF56796',)"": [""E5Y946"", ""J1H1J3""]}"
('1.1.1.435',)	1	1	"{""('SSF51735',)"": [""A0A0H3KNE7""]}"
('1.1.1.436',)	1	1	"{""('SSF52402',)"": [""H6LBB0""]}"
('1.1.1.438',)	1	1	"{""('SSF51735',)"": [""P0DXE1""]}"
('1.1.1.439',)	1	1	"{""('SSF51430',)"": [""A0A2P1GIY9""]}"
('1.1.1.44',)	1	1	"{""('SSF48179',)"": [""P14332""]}"
('1.1.1.440',)	1	2	"{""('SSF51430',)"": [""A0A9E7S518"", ""A0A9E7S5B9""]}"
('1.1.1.441',)	1	3	"{""('SSF51735',)"": [""Q8N5I4"", ""B8A5W4"", ""Q8VBZ0""]}"
('1.1.1.47',)	1	9	"{""('SSF51735',)"": [""P40288"", ""P07999"", ""P10528"", ""P12310"", ""P39482"", ""P39483"", ""P39484"", ""P39485"", ""P80869""]}"
('1.1.1.48',)	1	1	"{""('SSF51735',)"": [""P11886""]}"
('1.1.1.49',)	1	4	"{""('SSF51735',)"": [""Q23711"", ""Q24625"", ""Q25019"", ""Q25537""]}"
('1.1.1.51',)	1	3	"{""('SSF51735',)"": [""P0DX23"", ""P19871"", ""P0DX24""]}"
('1.1.1.53',)	1	4	"{""('SSF51735',)"": [""P9WGT1"", ""P19992"", ""P69166"", ""P9WGT0""]}"
('1.1.1.56',)	1	1	"{""('SSF51735',)"": [""P00335""]}"
('1.1.1.61',)	1	2	"{""('SSF56796',)"": [""Q59104"", ""P38945""]}"
('1.1.1.62',)	1	7	"{""('SSF51735',)"": [""P51657"", ""Q8NBQ5"", ""Q6AYS8"", ""Q9EQ06"", ""Q1WNP0"", ""Q4JK73"", ""Q5NVG2""]}"
('1.1.1.64',)	1	1	"{""('SSF51735',)"": [""Q6QA32""]}"
('1.1.1.65',)	1	5	"{""('SSF51430',)"": [""O14295"", ""P25906"", ""Q56Y42"", ""Q06494"", ""O94521""]}"
('1.1.1.69',)	1	2	"{""('SSF51735',)"": [""P0A9P9"", ""P0A9Q0""]}"
('1.1.1.72',)	1	1	"{""('SSF51430',)"": [""P55804""]}"
('1.1.1.77',)	1	2	"{""('SSF56796',)"": [""P0A9S1"", ""P0A9S2""]}"
('1.1.1.81',)	1	2	"{""('SSF82544',)"": [""P70788"", ""Q44472""]}"
('1.1.1.83',)	1	1	"{""('SSF53659',)"": [""P76251""]}"
('1.1.1.85',)	1	304	"{""('SSF53659',)"": [""P30125"", ""P37412"", ""P50455"", ""P93832"", ""Q56268"", ""Q5SIY4"", ""Q9FMT1"", ""Q9SA14"", ""C9K7B7"", ""D4GYE8"", ""P04173"", ""P05645"", ""P12010"", ""P18120"", ""P18869"", ""P24098"", ""P29102"", ""P29696"", ""P61495"", ""P96197"", ""P9WKK9"", ""Q02143"", ""Q51375"", ""Q9WZ26"", ""S3DB74"", ""A0PPY6"", ""A0QJC2"", ""A1KMY9"", ""A1T6Z4"", ""A1UE98"", ""A3PXQ2"", ""A4FMQ2"", ""A4QDP9"", ""A4TE12"", ""A5CPZ4"", ""A5U706"", ""A8L554"", ""B0RIP4"", ""B1VG35"", ""B1VZ57"", ""B2HIH1"", ""B3DTF8"", ""B7GUI8"", ""B8ZS15"", ""C0ZXM4"", ""C1AGB0"", ""C1B2M3"", ""C3PFX5"", ""C4LJH3"", ""C5C2I9"", ""K0E689"", ""O14429"", ""O27441"", ""O29627"", ""O31292"", ""O33117"", ""O59930"", ""O60027"", ""O66607"", ""O85064"", ""O85071"", ""O86504"", ""O94114"", ""P05644"", ""P07139"", ""P08791"", ""P23390"", ""P24015"", ""P24404"", ""P31958"", ""P34733"", ""P34738"", ""P41019"", ""P41766"", ""P41926"", ""P43860"", ""P48572"", ""P50180"", ""P54354"", ""P56933"", ""P59027"", ""P59028"", ""P59029"", ""P59515"", ""P61494"", ""P65100"", ""P65101"", ""P73960"", ""P87186"", ""P87256"", ""P87257"", ""P94631"", ""P94929"", ""P9WKK8"", ""Q00412"", ""Q01987"", ""Q0S2H1"", ""Q12545"", ""Q1BAR4"", ""Q1IZK2"", ""Q1LKH7"", ""Q1MA50"", ""Q1QAF5"", ""Q1QUR0"", ""Q1RGC4"", ""Q21CS1"", ""Q21IY5"", ""Q21XI1"", ""Q24XT2"", ""Q28W67"", ""Q2FF66"", ""Q2FWK2"", ""Q2G4X5"", ""Q2IJK7"", ""Q2J3B4"", ""Q2J6V8"", ""Q2JL30"", ""Q2JTN8"", ""Q2K2V0"", ""Q2KYL5"", ""Q2NVW4"", ""Q2P762"", ""Q2RGA0"", ""Q2RV53"", ""Q2S0M8"", ""Q2SJD6"", ""Q2T7H6"", ""Q2VZV2"", ""Q2Y7Q8"", ""Q2YL58"", ""Q2YUF1"", ""Q30RK2"", ""Q30WD0"", ""Q31B91"", ""Q31HI0"", ""Q31N34"", ""Q326G2"", ""Q32K21"", ""Q393X4"", ""Q39Y29"", ""Q3A3B2"", ""Q3AEQ2"", ""Q3AIH4"", ""Q3APC4"", ""Q3AYS1"", ""Q3B595"", ""Q3BPJ8"", ""Q3IJS3"", ""Q3IZJ3"", ""Q3JCC4"", ""Q3JKG9"", ""Q3KF21"", ""Q3M8T9"", ""Q3SHL3"", ""Q3SNU3"", ""Q3Z5T7"", ""Q3Z896"", ""Q3ZXI7"", ""Q46LE2"", ""Q46YW0"", ""Q479H7"", ""Q47HR1"", ""Q47SB4"", ""Q47WG3"", ""Q48K97"", ""Q493R1"", ""Q49Z13"", ""Q4FP17"", ""Q4FRV0"", ""Q4JUQ0"", ""Q4KF05"", ""Q4L7U1"", ""Q4QLS3"", ""Q4UYG2"", ""Q4ZUZ4"", ""Q579B1"", ""Q57TE7"", ""Q5E857"", ""Q5F8T6"", ""Q5FUG5"", ""Q5H4C7"", ""Q5HEE3"", ""Q5HMF8"", ""Q5HS77"", ""Q5KWJ4"", ""Q5LAB4"", ""Q5LWZ5"", ""Q5LZF3"", ""Q5M405"", ""Q5MZ40"", ""Q5NPQ9"", ""Q5P1J6"", ""Q5PDG2"", ""Q5WEN4"", ""Q5WPZ9"", ""Q5YRX2"", ""Q606F4"", ""Q62AI9"", ""Q63DX7"", ""Q63JL2"", ""Q65GI9"", ""Q65V05"", ""Q66EM2"", ""Q67JY2"", ""Q6AEP6"", ""Q6ANR1"", ""Q6B458"", ""Q6D0G7"", ""Q6FEV6"", ""Q6G7Q0"", ""Q6GF15"", ""Q6HLF2"", ""Q6LV25"", ""Q6ND82"", ""Q6NHM7"", ""Q6PY58"", ""Q6TWC4"", ""Q71Y34"", ""Q726X1"", ""Q72RH7"", ""Q73B99"", ""Q73VI1"", ""Q748X2"", ""Q7M886"", ""Q7MP78"", ""Q7N128"", ""Q7NFH4"", ""Q7NUC2"", ""Q7U840"", ""Q7UIE1"", ""Q7V1R9"", ""Q7V842"", ""Q7VC80"", ""Q7VH33"", ""Q7VQJ7"", ""Q7VY73"", ""Q7W929"", ""Q7WKH4"", ""Q7WNM3"", ""Q81G11"", ""Q81T67"", ""Q82JN6"", ""Q82WI6"", ""Q83SP1"", ""Q845W3"", ""Q87BQ1"", ""Q87SS8"", ""Q884C0"", ""Q88LE5"", ""Q89X19"", ""Q89XA0"", ""Q8A6M0"", ""Q8CNL2"", ""Q8DEE0"", ""Q8DPJ4"", ""Q8DTG3"", ""Q8E9N3"", ""Q8EN68"", ""Q8FL76"", ""Q8FPV5"", ""Q8FVF3"", ""Q8G500"", ""Q8NKB8"", ""Q8NVJ0"", ""Q8P5L1"", ""Q8PH05"", ""Q8RDK0"", ""Q8X9Z9"", ""Q8XXX5"", ""Q8Y5R8"", ""Q8YCX4"", ""Q8YXA2"", ""Q8Z9I1"", ""Q8ZIG9"", ""Q92A27"", ""Q92KY8"", ""Q96WI0"", ""Q96WT9"", ""Q97EE2"", ""Q98E57"", ""Q9ABN3"", ""Q9AQC8"", ""Q9CJN6"", ""Q9EVE1"", ""Q9EVG3"", ""Q9EVG6"", ""Q9EVG9"", ""Q9EVH5"", ""Q9EVH8"", ""Q9EVI1"", ""Q9EVI4"", ""Q9EVI7"", ""Q9HDQ1"", ""Q9HDQ5"", ""Q9JU79"", ""Q9JZI9"", ""Q9K8E9"", ""Q9KP82"", ""Q9P3Y0"", ""Q9PAX3"", ""Q9PLW0"", ""Q9RTH9"", ""Q9UXB2"", ""Q9Y897""]}"
('1.1.1.87',)	1	2	"{""('SSF53659',)"": [""P40495"", ""O14104""]}"
('1.1.1.90',)	1	1	"{""('SSF50129',)"": [""P46364""]}"
('1.1.1.91',)	1	1	"{""('SSF51430',)"": [""Q01752""]}"
('1.1.2.10',)	1	3	"{""('SSF50998',)"": [""A0A3F2YLY8"", ""C5B120"", ""I0JWN7""]}"
('1.1.2.8',)	1	3	"{""('SSF50998',)"": [""A8R3S4"", ""Q88JH5"", ""Q9Z4J7""]}"
('1.1.3.15',)	1	22	"{""('SSF51395',)"": [""P05414"", ""Q07523"", ""Q10CE4"", ""Q24JJ8"", ""Q9LJH5"", ""Q9LRR9"", ""Q9LRS0"", ""Q9NYQ2"", ""Q9NYQ3"", ""A0A3L6E0R4"", ""B8AKX6"", ""B8AUI3"", ""B8B7C5"", ""B8B8K5"", ""O49506"", ""Q01KC2"", ""Q6YT73"", ""Q7FAS1"", ""Q7XPR4"", ""Q8H3I4"", ""Q3ZBW2"", ""Q54E41""]}"
('1.1.3.21',)	1	1	"{""('SSF51905',)"": [""P47285""]}"
('1.1.3.29',)	1	1	"{""('SSF56176',)"": [""A3RXB7""]}"
('1.1.3.37',)	1	8	"{""('SSF56176',)"": [""P54783"", ""Q6CG88"", ""Q6FS20"", ""Q752Y3"", ""Q7SGY1"", ""Q9HDX8"", ""Q6BZA0"", ""Q6CSY3""]}"
('1.1.3.41',)	1	2	"{""('SSF56176',)"": [""Q9KX73"", ""Q9ZBU1""]}"
('1.1.3.46',)	1	1	"{""('SSF51395',)"": [""O52792""]}"
('1.1.3.48',)	1	1	"{""('SSF56796',)"": [""Q8EEB0""]}"
('1.1.3.5',)	1	1	"{""('SSF56176',)"": [""P93762""]}"
('1.1.3.8',)	1	11	"{""('SSF56176',)"": [""P10867"", ""P58710"", ""Q6NQ66"", ""O81030"", ""O81032"", ""Q3ZC33"", ""Q8HXW0"", ""Q90YK3"", ""Q9C614"", ""Q9FM82"", ""Q9LYD8""]}"
('1.1.5.11',)	1	1	"{""('SSF50998',)"": [""Q9AGW3""]}"
('1.1.5.13',)	1	3	"{""('SSF51905',)"": [""P37339"", ""A0A5Y6MCT2"", ""B7N6P4""]}"
('1.1.5.3',)	1	91	"{""('SSF51905',)"": [""D4GYI2"", ""P0A9C0"", ""P13033"", ""P0A9C1"", ""P0A9C2"", ""P9WN81"", ""Q0TFK1"", ""Q1R9H5"", ""Q83ML0"", ""Q8FFN4"", ""Q8XE13"", ""Q8ZNG4"", ""A1AD94"", ""A1JIB0"", ""A3MZ98"", ""A4WCP1"", ""A5EZR7"", ""A5UE48"", ""A5UHH2"", ""A6TBU4"", ""A6VKT7"", ""A7ZP63"", ""A8A2A7"", ""A8ADX8"", ""A9MJD3"", ""A9N5C9"", ""B0BTN3"", ""B0R6S4"", ""B0UVX7"", ""B1IXU6"", ""B1LLJ4"", ""B1X8D6"", ""B2TW33"", ""B3H0P4"", ""B4SYV7"", ""B4TBF2"", ""B4TPG8"", ""B5BCR1"", ""B5ET22"", ""B5EYX0"", ""B5FNS6"", ""B5R258"", ""B5RCB0"", ""B5XNY5"", ""B5YX30"", ""B6I7H1"", ""B7LAR0"", ""B7LM86"", ""B7M5S7"", ""B7MG07"", ""B7MXS2"", ""B7N5K6"", ""B7NN59"", ""B7UFQ3"", ""B8F6F3"", ""C3LW14"", ""C4ZU83"", ""C6DH98"", ""O83004"", ""P43800"", ""P52111"", ""P53435"", ""P64183"", ""P64185"", ""P74257"", ""P9WN78"", ""P9WN79"", ""P9WN80"", ""Q0I239"", ""Q0T2N9"", ""Q1CBK6"", ""Q1CNF8"", ""Q31Z75"", ""Q32DU5"", ""Q3YZW4"", ""Q4QMN2"", ""Q57M68"", ""Q5E0X7"", ""Q5PI45"", ""Q65R09"", ""Q66FX5"", ""Q6CZI7"", ""Q6LSE4"", ""Q7MF00"", ""Q7VM49"", ""Q8D7Y4"", ""Q8Z553"", ""Q8ZAH6"", ""Q9CL07"", ""Q9HNS3"", ""Q9KLJ6""]}"
('1.1.5.4',)	1	183	"{""('SSF51905',)"": [""P33940"", ""A0QVL2"", ""A4WCM3"", ""O24913"", ""O69282"", ""Q9ZMY5"", ""A0AWY9"", ""A0RFE8"", ""A1AD63"", ""A1KMJ5"", ""A1KWH2"", ""A1R7M9"", ""A1T7G4"", ""A1UEQ5"", ""A2BPP7"", ""A2BV78"", ""A2C0M6"", ""A2CBH2"", ""A3M361"", ""A3N262"", ""A3PBD7"", ""A3PY62"", ""A4IMR6"", ""A4QF08"", ""A4TCE3"", ""A5CPE3"", ""A5FGX2"", ""A5GRE3"", ""A5U6K4"", ""A6H0E6"", ""A7GQI9"", ""A7MNG1"", ""A7ZP32"", ""A8A273"", ""A8AE07"", ""A8G3D1"", ""A8GBY8"", ""A8I2M2"", ""A9BE38"", ""A9M485"", ""A9VJG1"", ""A9WQR6"", ""B0BR13"", ""B0RIH2"", ""B0U4L2"", ""B0V946"", ""B1HNU2"", ""B1IY62"", ""B1LKV7"", ""B1X8A6"", ""B1YG64"", ""B2FSQ8"", ""B2GFJ0"", ""B2HJU4"", ""B2HV78"", ""B2I8R2"", ""B2TV25"", ""B3H2E6"", ""B3QK65"", ""B4F088"", ""B4RQQ5"", ""B5YX02"", ""B6I1A8"", ""B6JPI8"", ""B7GYG6"", ""B7H655"", ""B7HVJ1"", ""B7I894"", ""B7ILI6"", ""B7JSX2"", ""B7LAN4"", ""B7LMB2"", ""B7M5Q1"", ""B7MFC3"", ""B7MXP1"", ""B7N5H2"", ""B7NN21"", ""B7UFM4"", ""B8HAT7"", ""B9J484"", ""C0Z9W8"", ""C0ZY77"", ""C1AFW6"", ""C1EYZ6"", ""C3LEY8"", ""C3NZS9"", ""C3PH30"", ""C4L056"", ""C4LEV7"", ""C4ZU53"", ""C5CAA3"", ""C5DAE0"", ""C6DAM1"", ""P56954"", ""P65420"", ""P65421"", ""P65422"", ""P65423"", ""P65424"", ""P99115"", ""P9WJP4"", ""P9WJP5"", ""Q0BTB0"", ""Q0S251"", ""Q0TFN1"", ""Q17VT7"", ""Q1BAA7"", ""Q1BKI8"", ""Q1CV68"", ""Q1GXL1"", ""Q1LU84"", ""Q1QUD2"", ""Q1R9K7"", ""Q2KX12"", ""Q2NS49"", ""Q2SF51"", ""Q31CB9"", ""Q31Z33"", ""Q32I11"", ""Q390Q5"", ""Q3ALG7"", ""Q3AWX1"", ""Q3YZZ7"", ""Q46GZ7"", ""Q492E3"", ""Q4JV42"", ""Q5F5E9"", ""Q5FP90"", ""Q5HCU5"", ""Q5HDJ0"", ""Q5HKD6"", ""Q5HKN2"", ""Q5HL19"", ""Q5HLN0"", ""Q5L055"", ""Q639Y8"", ""Q6AGY2"", ""Q6D2L3"", ""Q6FDG0"", ""Q6G669"", ""Q6G6V5"", ""Q6GDJ6"", ""Q6GE66"", ""Q6HHE0"", ""Q6NA55"", ""Q6NGL9"", ""Q735Z0"", ""Q73VU0"", ""Q7MBG6"", ""Q7U5L7"", ""Q7V2Q2"", ""Q7V8S6"", ""Q7VDF8"", ""Q7VFF6"", ""Q7VPC3"", ""Q7VRS0"", ""Q81C25"", ""Q81P44"", ""Q87AS0"", ""Q887Z4"", ""Q88IS4"", ""Q88NF9"", ""Q88PU7"", ""Q89XM4"", ""Q8CMY4"", ""Q8CN91"", ""Q8CQ96"", ""Q8CQE8"", ""Q8CV11"", ""Q8D1V2"", ""Q8FFQ5"", ""Q8FP91"", ""Q8NUM4"", ""Q8UH73"", ""Q8XE45"", ""Q8XRL7"", ""Q9HVF1"", ""Q9HYF4"", ""Q9JWK3"", ""Q9JXD7"", ""Q9PET6"", ""Q9S3Q5"", ""Q9Z9Q7""]}"
('1.1.5.5',)	1	3	"{""('SSF46626',)"": [""Q47945"", ""P0A388"", ""P0A389""]}"
('1.1.5.8',)	1	2	"{""('SSF50998',)"": [""Q59086"", ""Q9XD78""]}"
('1.1.98.2',)	1	23	"{""('SSF51679',)"": [""A0QQJ4"", ""P9WNE1"", ""P9WNE0"", ""A0QLV0"", ""A4T163"", ""A6WD69"", ""B1MIT2"", ""B8ZU74"", ""C0ZUD4"", ""C5C430"", ""C8XBB4"", ""D0L658"", ""D2PT98"", ""D5UYN8"", ""D6ZA79"", ""D8I5S8"", ""E4W8Y2"", ""E6SFR5"", ""E8NCH3"", ""Q0RV73"", ""Q0RVH7"", ""Q5YNN4"", ""Q9XC11""]}"
('1.1.98.3',)	1	3	"{""('SSF56176',)"": [""A0R607"", ""P9WJF1"", ""P9WJF0""]}"
('1.1.98.6',)	1	4	"{""('SSF51998',)"": [""P07071"", ""P28903"", ""P43752"", ""Q9L646""]}"
('1.1.98.7',)	1	3	"{""('SSF102114',)"": [""Q9X758"", ""Q02550"", ""P20714""]}"
('1.1.99.2',)	1	12	"{""('SSF51905',)"": [""Q9H9P8"", ""Q9LES4"", ""A0A011QK89"", ""A0A0M7LBC1"", ""A7MBI3"", ""A7SMW7"", ""A8X2R1"", ""Q55GI5"", ""Q5R9N7"", ""Q91YP0"", ""Q9N4Z0"", ""S2DJ52""]}"
('1.1.99.22',)	1	2	"{""('SSF50998',)"": [""Q8KIL1"", ""Q70JN9""]}"
('1.1.99.24',)	1	14	"{""('SSF56796',)"": [""Q8IWW8"", ""Q4QQW3"", ""Q8R0N6"", ""A6QP15"", ""A8WTJ7"", ""Q08B39"", ""Q5RF11"", ""Q6P371"", ""Q9U2M4"", ""Q9W265"", ""Q17EN4"", ""Q28XT3"", ""Q54GJ7"", ""Q7Q547""]}"
('1.1.99.3',)	1	1	"{""('SSF46626',)"": [""O34215""]}"
('1.1.99.31',)	1	1	"{""('SSF51395',)"": [""P20932""]}"
('1.1.99.35',)	1	1	"{""('SSF50998',)"": [""P05465""]}"
('1.1.99.37',)	1	3	"{""('SSF56796',)"": [""Q9RCG0"", ""C5MRT8"", ""Q53062""]}"
('1.1.99.38',)	1	1	"{""('SSF102114',)"": [""Q8G907""]}"
('1.10.3.1',)	1	14	"{""('SSF48056',)"": [""O81103"", ""Q9ZP19"", ""P43311"", ""P43309"", ""P43310"", ""Q06215"", ""Q06355"", ""Q08296"", ""Q08303"", ""Q08304"", ""Q08305"", ""Q08306"", ""Q08307"", ""Q9MB14""]}"
('1.10.3.16',)	1	3	"{""('SSF50475',)"": [""Q396C5"", ""Q51793"", ""Q51521""]}"
('1.10.3.17',)	1	3	"{""('SSF81342',)"": [""P0ABE5"", ""P0ABE6"", ""Q9X6B2""]}"
('1.10.3.2',)	1	83	"{""('SSF49503',)"": [""C0HLV6"", ""C0HLV7"", ""D0VWU3"", ""D4GPK6"", ""O80434"", ""P06811"", ""Q55P57"", ""Q70KY3"", ""Q84J37"", ""S8FGV1"", ""S8FIE4"", ""A0A7T1FRB0"", ""J9VY90"", ""O59896"", ""O81081"", ""P17489"", ""P56193"", ""P78722"", ""Q02079"", ""Q02081"", ""Q02497"", ""Q12570"", ""Q12718"", ""Q12739"", ""Q6ID18"", ""Q8VZA1"", ""Q99044"", ""Q99046"", ""Q9FJD5"", ""Q9LFD2"", ""Q9LMS3"", ""Q9SIY8"", ""Q9ZPY2"", ""A2XCN6"", ""A2Y9C2"", ""A2Y9C5"", ""B9FJH4"", ""D4APX3"", ""J9VQZ4"", ""P0DKK6"", ""Q01679"", ""Q02075"", ""Q03966"", ""Q0DHL5"", ""Q0IP28"", ""Q0IQU1"", ""Q0JHP8"", ""Q10ND7"", ""Q12541"", ""Q12542"", ""Q12717"", ""Q12719"", ""Q12729"", ""Q1PDH6"", ""Q2QUN2"", ""Q2QYS3"", ""Q2QZ80"", ""Q2R0L0"", ""Q2R0L2"", ""Q2RBK2"", ""Q339K6"", ""Q53LU4"", ""Q56YT0"", ""Q5N7A3"", ""Q5N7B4"", ""Q5N9W4"", ""Q5N9X2"", ""Q5ZCW1"", ""Q69L99"", ""Q6Z8L2"", ""Q7XE50"", ""Q8RYM9"", ""Q941X2"", ""Q96UM2"", ""Q96WM9"", ""Q99049"", ""Q99055"", ""Q99056"", ""Q9FLB5"", ""Q9FY79"", ""Q9LFD1"", ""Q9LYQ2"", ""Q9SR40""]}"
('1.10.3.3',)	1	6	"{""('SSF49503',)"": [""M4DUF2"", ""Q8LPL3"", ""P24792"", ""P37064"", ""P14133"", ""Q40588""]}"
('1.10.3.4',)	1	1	"{""('SSF49503',)"": [""Q53692""]}"
